,batter_name,hho,hho/bbe,hho/pa,hho/ab,hho/hh
107, Austin Meadows,76,18.81188118811881,12.859560067681894,14.671814671814673,49.673202614379086
108, Nelson Cruz,110,27.77777777777778,18.835616438356166,21.40077821011673,52.88461538461539
109, Randy Arozarena,67,18.40659340659341,11.092715231788079,12.665406427221171,43.506493506493506
110, Joey Gallo,66,23.076923076923077,10.714285714285714,13.226452905811623,50.76923076923077
111, Giancarlo Stanton,89,25.0,15.3713298791019,17.45098039215686,44.94949494949495
112, Brandon Lowe,79,21.293800539083556,12.845528455284553,14.766355140186915,49.375
113, Tommy Edman,100,18.115942028985508,14.47178002894356,15.600624024960998,51.546391752577314
114, Harrison Bader,38,13.380281690140844,9.476309226932669,10.354223433242508,42.22222222222222
115, Yadier Molina,59,16.208791208791208,12.473572938689218,13.40909090909091,51.30434782608696
116, Dylan Carlson,59,14.786967418546364,9.531502423263328,10.885608856088561,47.58064516129033
117, Ian Happ,65,20.833333333333336,12.149532710280374,13.978494623655912,50.3875968992248
118, Tyler O'Neill,66,20.754716981132077,12.290502793296088,13.692946058091287,39.75903614457831
119, Nolan Arenado,99,19.642857142857142,15.160796324655438,16.694772344013494,52.38095238095239
120, Paul Goldschmidt,118,25.0,17.378497790868924,19.5364238410596,49.37238493723849
121, Mitch Haniger,105,22.875816993464053,15.195369030390736,16.93548387096774,50.72463768115942
122, Ty France,82,17.40976645435244,12.615384615384615,14.36077057793345,44.80874316939891
123, J.P. Crawford,77,15.098039215686274,11.208151382823871,12.439418416801292,49.358974358974365
124, Jared Walsh,61,16.010498687664043,10.427350427350428,11.487758945386064,38.853503184713375
125, Phil Gosselin,45,16.9811320754717,12.064343163538874,13.043478260869565,48.38709677419355
126, Abraham Toro,57,20.141342756183743,15.2,17.01492537313433,59.375
127, Kyle Seager,95,21.300448430493272,14.17910447761194,15.754560530679933,53.072625698324025
128, Shohei Ohtani,87,24.857142857142858,13.615023474178404,16.201117318435752,46.524064171122994
129, David Fletcher,52,9.07504363001745,7.819548872180452,8.30670926517572,57.77777777777777
130, Nathaniel Lowe,93,23.366834170854272,14.485981308411214,16.666666666666664,51.38121546961326
131, Adolis García,86,21.994884910485936,13.826366559485532,14.802065404475043,48.31460674157304
132, José Ramírez,105,22.340425531914892,16.50943396226415,19.021739130434785,52.76381909547738
133, Amed Rosario,92,21.19815668202765,15.646258503401361,16.727272727272727,48.93617021276596
134, Myles Straw,53,11.830357142857142,8.307210031347962,9.397163120567376,45.2991452991453
135, Isiah Kiner-Falefa,84,15.328467153284672,12.40768094534712,13.228346456692913,53.16455696202531
136, Nick Solak,60,16.901408450704224,11.741682974559687,13.100436681222707,50.42016806722689
137, Franmil Reyes,53,19.485294117647058,11.373390557939913,12.679425837320574,40.15151515151515
138, Pedro Severino,47,17.09090909090909,11.217183770883054,12.401055408970976,44.339622641509436
139, Teoscar Hernández,91,22.524752475247524,15.294117647058824,16.545454545454547,45.95959595959596
140, Bo Bichette,115,22.682445759368836,16.666666666666664,17.96875,47.71784232365145
141, Vladimir Guerrero Jr.,127,25.60483870967742,18.19484240687679,21.026490066225165,46.35036496350365
142, Marcus Semien,95,18.664047151277014,13.121546961325967,14.570552147239264,45.23809523809524
143, Trey Mancini,82,19.806763285024154,13.311688311688311,14.721723518850988,47.12643678160919
144, Austin Hays,76,19.74025974025974,14.366729678638942,15.573770491803279,50.331125827814574
145, Ryan Mountcastle,79,20.789473684210527,13.48122866894198,14.738805970149254,52.317880794701985
146, Cedric Mullins,82,17.012448132780083,12.148148148148149,13.621262458471762,43.15789473684211
147, Corey Dickerson,48,17.843866171003718,13.150684931506849,14.285714285714285,50.0
148, Lourdes Gurriel Jr.,92,22.71604938271605,17.005545286506468,18.4,52.87356321839081
149, Randal Grichuk,84,20.947630922693268,15.412844036697248,16.40625,50.90909090909091
150, Juan Soto,107,25.845410628019323,16.36085626911315,21.314741035856574,49.08256880733945
151, Alcides Escobar,26,9.737827715355806,7.4498567335243555,8.150470219435736,46.42857142857143
152, Hunter Renfroe,73,18.387909319899247,12.762237762237763,14.011516314779271,41.47727272727273
153, Alex Verdugo,96,21.192052980132452,15.894039735099339,17.61467889908257,48.97959183673469
154, José Iglesias,59,14.425427872860636,11.545988258317024,12.215320910973086,50.427350427350426
155, Rafael Devers,112,24.778761061946902,16.867469879518072,18.95093062605753,47.863247863247864
156, Xander Bogaerts,89,21.04018912529551,14.759535655058043,16.824196597353495,48.9010989010989
157, Kyle Schwarber,57,20.802919708029197,12.101910828025478,14.285714285714285,39.86013986013986
158, Enrique Hernández,92,22.71604938271605,15.726495726495726,18.07465618860511,52.57142857142857
159, Bobby Dalbec,49,18.702290076335878,10.816777041942604,11.750599520383693,38.88888888888889
160, Christian Vázquez,58,15.303430079155673,11.646586345381527,12.663755458515283,49.152542372881356
161, Josh Bell,109,27.250000000000004,19.19014084507042,21.88755020080321,52.40384615384615
162, J.D. Martinez,94,22.11764705882353,14.826498422712934,16.49122807017544,44.761904761904766
163, Trevor Story,76,19.387755102040817,12.773109243697478,14.421252371916509,45.50898203592814
164, José Abreu,106,24.480369515011546,16.084977238239755,18.727915194346288,49.76525821596244
165, Jeimer Candelario,88,20.85308056872038,14.057507987220447,15.798922800718133,53.333333333333336
166, Miguel Cabrera,95,26.170798898071624,18.06083650190114,20.127118644067796,53.37078651685393
167, Jonathan Schoop,100,20.080321285140563,14.836795252225517,16.051364365971107,50.0
168, Robbie Grossman,73,17.804878048780488,10.879284649776453,13.10592459605027,52.142857142857146
169, Miguel Rojas,69,16.312056737588655,12.80148423005566,13.939393939393941,49.64028776978417
170, James McCann,55,20.912547528517113,13.349514563106796,14.627659574468085,51.4018691588785
171, Joc Pederson,79,24.9211356466877,16.424116424116423,18.372093023255815,52.317880794701985
172, Jeff McNeil,64,19.45288753799392,15.023474178403756,16.580310880829018,58.18181818181818
173, Christian Yelich,73,25.259515570934255,15.368421052631579,18.295739348370926,51.77304964539007
174, Kolten Wong,59,16.164383561643834,11.991869918699187,13.258426966292136,46.45669291338583
175, Yandy Díaz,83,21.614583333333336,15.341959334565619,17.8494623655914,53.205128205128204
176, Jacob Stallings,52,17.869415807560138,12.177985948477751,13.903743315508022,49.056603773584904
177, Paul DeJong,42,16.470588235294116,10.44776119402985,11.797752808988763,46.666666666666664
178, Willson Contreras,69,24.731182795698924,14.285714285714285,16.707021791767556,51.11111111111111
179, Harold Ramírez,69,24.125874125874127,19.113573407202217,20.294117647058822,51.11111111111111
180, Matt Chapman,74,22.023809523809522,11.89710610932476,13.988657844990549,52.85714285714286
181, Alex Bregman,61,20.401337792642142,15.25,17.52873563218391,53.50877192982456
182, Starling Marte,65,17.52021563342318,12.357414448669202,13.88888888888889,44.21768707482993
183, Sean Murphy,66,23.404255319148938,14.732142857142858,16.793893129770993,55.00000000000001
184, Josh Harrison,75,17.321016166281755,13.440860215053762,14.85148514851485,53.191489361702125
185, Javier Báez,58,18.06853582554517,10.603290676416819,11.553784860557768,40.0
186, Elias Díaz,52,18.63799283154122,14.016172506738545,15.384615384615385,49.523809523809526
187, Donovan Solano,44,17.322834645669293,12.790697674418606,14.332247557003258,47.31182795698925
188, Jean Segura,74,16.780045351473923,13.051146384479717,14.36893203883495,44.84848484848485
189, DJ LeMahieu,125,24.606299212598426,18.409425625920473,20.938023450586265,56.81818181818182
190, Kyle Farmer,57,14.540816326530612,10.775047258979207,11.801242236024844,45.6
191, Ke'Bryan Hayes,61,22.021660649819495,15.404040404040403,16.85082872928177,48.031496062992126
192, Anthony Santander,69,22.258064516129032,15.753424657534246,16.995073891625616,51.11111111111111
193, Elvis Andrus,81,19.148936170212767,14.972273567467653,16.297786720321934,55.10204081632652
194, Jed Lowrie,82,23.229461756373937,16.015625,17.903930131004365,50.617283950617285
195, Jesse Winker,78,22.413793103448278,16.082474226804123,18.439716312056735,47.5609756097561
196, Nick Ahmed,44,13.213213213213212,9.30232558139535,10.114942528735632,47.31182795698925
197, Jason Heyward,60,23.52941176470588,16.997167138810198,18.575851393188856,55.55555555555556
198, Tyler Naquin,52,16.883116883116884,11.45374449339207,12.652068126520682,40.625
199, Jesús Aguilar,78,21.487603305785125,15.294117647058824,17.333333333333336,52.348993288590606
200, Rhys Hoskins,59,20.848056537102476,13.31828442437923,15.167095115681233,45.038167938931295
201, Maikel Franco,55,17.57188498402556,13.647642679900745,14.588859416445624,51.886792452830186
202, Starlin Castro,51,19.844357976653697,14.739884393063585,16.19047619047619,49.51456310679612
